review_number,revision_number,arquivo_positivo,potencial_deslocamento,potencial_teste,arquivo_diferente
1007,11,RepositoriesViewContentProvider_8.java,0,0,0
1007,12,ConfigureUriPage_4.java,0,0,0
1007,12,RepositoriesViewContentProvider_8.java,0,0,0
1007,13,ConfigureUriPage_4.java,0,0,0
1007,13,RepositoriesViewContentProvider_8.java,0,0,0
1007,14,ConfigureUriPage_4.java,0,0,0
1007,14,RepositoriesViewContentProvider_8.java,0,0,0
1007,15,ConfigureUriPage_4.java,0,0,0
1007,15,RepositoriesViewContentProvider_8.java,0,0,0
1007,16,RepositoriesViewContentProvider_14.java,0,0,0
1007,17,RepositoriesViewContentProvider_14.java,0,0,0
1007,18,RepositoriesViewContentProvider_14.java,0,0,0
1064,1,GitBlobResourceVariant_6.java,0,0,0
1064,2,GitBlobResourceVariant_6.java,0,0,0
1064,3,GitBlobResourceVariant_6,0,0,0
1064,4,GitBlobResourceVariant_6,0,0,0
1064,5,GitBlobResourceVariant_6,0,0,0
1064,6,GitBlobResourceVariant_6,0,0,0
1071,1,RepositoriesView_6.java,0,0,0
1071,1,RepositoriesView_6.java,0,0,0
1071,1,RepositoriesView_6.java,0,0,0
1071,1,GitBlobResourceVariant_2.java,0,0,0
1071,1,GitBlobResourceVariant_2.java,0,0,0
1071,2,RepositoriesView_6.java,0,0,0
1071,2,RepositoriesView_6.java,0,0,0
1071,2,RepositoriesView_6.java,0,0,0
1071,2,GitBlobResourceVariant_2.java,0,0,0
1071,2,GitBlobResourceVariant_2.java,0,0,0
1075,1,GitProjectsImportPage_2.java,0,0,1
1075,2,GitProjectsImportPage_2.java,0,0,1
1075,3,GitProjectsImportPage_2.java,0,0,1
1075,4,GitProjectsImportPage_2.java,0,0,1
1075,5,GitProjectsImportPage_2.java,0,0,1
1075,6,GitProjectsImportPage_2.java,0,0,1
1075,7,GitProjectsImportPage_2.java,0,0,1
1075,8,GitProjectsImportPage_2.java,0,0,1
1075,9,GitProjectsImportPage_2.java,0,0,1
1086,1,TrackUntrackOperationTest_2.java,0,1,0
1086,2,TrackUntrackOperationTest_2.java,0,1,0
1087,1,DeleteBranchCommand_2.java,0,0,0
1087,1,DeleteBranchCommand_1.java,0,0,0
1117,3,GitRepositoriesViewTestBase_1.java,0,1,0
1117,3,GitRepositoriesViewTestBase_1.java,0,1,0
1117,3,GitRepositoriesViewTestBase_1.java,0,1,0
1117,3,GitRepositoriesViewTestBase_1.java,0,1,0
1117,3,CreateTagDialog_2.java,0,0,1
1117,3,CreateTagDialog_2.java,0,0,1
1117,3,CreateTagDialog_2.java,0,0,1
1117,3,CreateTagDialog_2.java,0,0,1
1117,3,CreateTagDialog_2.java,0,0,1
1117,3,CreateTagDialog_2.java,0,0,1
1117,3,CreateTagDialog_2.java,0,0,1
1117,3,CreateTagDialog_2.java,0,0,1
1117,3,CreateTagDialog_2.java,0,0,1
